idx,class,conversation
3155,3,"야 내가 그거 가져오라고 한지가 언제야
죄송해요
너희 어머니 엄청 아름답던데 다시 못보게 되도 괜찮나보지?
엄마는 절대 안돼요 제발요
엄마가 소중하면 얼른 약속을 지켜야지
제발요 지킬게요
아저씨가 좋게 말하잖아 얼른 가져오라고
일주일만 시간 주세요
그 안에 못 가져오면 어떻게 할건데
차라리 제가 죽을게요 시간만 주세요"
3158,3,"위층이 너무 시끄러워서 왔어요
저희가 시끄러웠다고요? 난 시끄럽게한적없은대
네 오늘이 처음도 아니고 계속 시끄러워서 참다참다가 왔어요
우리가 시끄럽게하면 얼마나 시끄럽다고 저희집까지 찾오셨을까 참을성이 없나보네
저희도 참을만큼 참았죠 근데 정도가 심해지시니까 찾아온거에요
뭐?! 너 지금 말다했어?!
어디다 대고 반말이야 응말다했다
너 일로와 내가 어떤사람인줄알고
당신이 뭐어떤사람인데
하 이런 싸가지없는사람을 봤나 죽고싶어?!??"
3159,3,"김부장
 오셨습니까
 내가 시킨거 어떻게 했어 ?
 그게.
 안했어 ?
 저는 못하겠습니다
 김부장 요즘 나사가 풀렸나봐 ?
 .죄송합니다.
 자네 딸 유치원 다닌다던데 ?
 .시간을 조금만 더 주세요."
3160,3,"죽고 싶어서 환장했어? 왜 이렇게 말을 안 들어?
 죄송해요. 한 번만 봐주세요.
 시키는 대로 하라고 했을텐데.
 죄송합니다.
 내가 우스워 보이지?
 그런 거 절대 아닙니다.
 하 맘 같아선 이 새끼 목을 그어버리고 싶은데.
 제발 한 번만 봐주세요. 잘못 했습니다.
 한 번만 참아준다. 다음 번에는 살아서 나갈 생각 하지 마라.
 네 정말 감사합니다."
3166,3,"여기 나와있는 그대로 진술서 써 내. 기간은 사흘이야.
 누가 봐도 이건 당신 잘못이야. 난 절대 이렇게 못 써.
 이걸 보고도 그 말이 나올까?
 너 어떻게.? 너 우리 딸한테 무슨 짓을 한 거야?
 아직 아무 짓도 안 했어. 시키는 대로만 하면 순순히 풀어주지.
 비겁한 자식! 너 이러고도 무사할 것 같아?
 무사하지 않은 쪽은 내가 아니라 네 딸이 될텐데.
 너 털끝하나라도 건드려봐!
 그러니 내가 시키는 대로 해. 다시 한 번 말하지만 기간은 사흘이야.
 너 가만 안둘거야!"
3172,3,"지금 주소를 보낼테니 당장 내가 있는 곳으로 와.
 싫어. 지금 장난해? 내가 거길 왜가
 뭐? 오지 않겠다고.? 무슨일이 일어날지 나도 장담못해
 헛소리하지말고 전화끊을께
 이렇게 나온다면 나도 어쩔 수 없어.!!! 그럼 너를 가장 아끼는 애인을 죽일 수 밖에.
 뭐.? 지금 뭐라고 했어?
 그렇게 나온다면 너의 남자친구인 김철수를 죽일 수 밖에 없다고!!
 자.잠시만. 왜 이렇게까지 하는건데.
 그건 너가 더 잘 알겠지. 난 많이 참았다고
 너. 그럼 나도 경찰에 신고하겠어!!"
3176,3,"쓰레기 같은 인생 청산한다고 생각해라
네? 그게 무슨 말씀이세요
니 장기는 좋은 곳에 쓰일 거야
안 돼요 살려주세요
안 되길 뭘 안 돼 상황파악이 안 돼?
왜 그러세요 시키는대로 했잖아요
시키는 것만 하면 살려줄 거 같았어? 생각보다 단순하네
이 쓰레기 자식
뭐? 니가 진짜 미쳤구나 애들아 잡아라 배 갈라
잠시만! 나에게 기회를 한 번만 더 줘 미안해"
3181,3,"아저씨 저 담배하나만 사다주세요
아니 학생 담배는 몸에 안좋아
아저씨가 무슨상관이에요? 부모라도 돼?
생각하고 하는 말이라 그래
아 됐고 안사줄거면 됐어요
학생
아진짜 짜증나게 어딜잡아요? 안사줄꺼면 꺼지라고
학생 그러면 안돼
안되긴 뭐가 안돼? 아저씨가 내 인생 살아줄거야? 염병 기분나쁘니까 꺼지라고 한대 맞아야 정신차릴거에요?
학생 나중에 후회해 그래서 하는 말이야
아주 그냥 성자 나셨네 성자 두번 말안해 안사줄꺼면 꺼져 쳐맞기 싫으면"
3183,3,"이거 해줘
내가 왜?
해달라니깐
너일이잖아
너가 더잘하잖아 해줘
내가 잘하더라도 너일은 너가 해야지
너 자꾸 그러면 죽는 수가 있어
아.
빨리해줘
알겠어."
3193,3,"야! 너네 또 뛰었지!!!
저희 집이 뛴 거 아니라구요
너네잖아!!!!
저희 지금 막 외출하고 들어왔어요
너네 진짜 죽여버린다!!!
더 이상 어떻게 조용히 살어!!!이럴거면 아파트말고 주택에 살던지!!!!
시!! 니네 엄마랑 니네 아들 내 눈에 띄면 다 죽여버릴거야!!!
너 지금 뭐라고 했어!!! 니가 한 말 다 녹음해놨어!!
니 맘대로해!!!
그래 경찰서에서 보자!!!"
3196,3,"아니 끼어든 것은 아저씨잖아요.
 참나 눈을 감고 운전하셨나?
 눈을 감기는. 직전차선에서 좌회전을 하면 어떻게 해요?
 아니 여기는 그 전부터 그렇게들 다녔어.왜 그러는데?
 아나아니 차선에 그려진 표시는 폼이예요?
 폼? 아니 이 아가씨가 말이면 다인줄 알아?
 됐고요 경찰에 신고하고 법대로 해요.
 법대로. 좋다. 법대로 하자. 근데 내가 누군지나 알아?
 뭐지? 그게 무슨 말이예요?
 내가 여기 시의원이야 시의원.알기나 알아? 너 정돈 내 맘대로 죽일 수도 있어
 아 그래서 내가 곧 길이다. 웃기시네.
 웃겨? 웃긴다고?"
3198,3,"야 머하냐?
학원가려고.
돈 좀 있냐?
아니 없어.
야 니가 머가 없어 니 손에 든건 머냐??
내 밥이야.
돈이 없으면 니 밥이라도 줘야지 너 나랑 약속한거 잊었어? 안주면 죽기로 했잖아.
싫어.
머 싫어? 이게 죽고싶나 아 너 진짜 죽는거 못봤구나 내가 못봤을 너를 위해 약을 가져왔어 한 번 먹어봐
나 죽기 싫어. 하지말아줘."
3199,3,"야 새끼야 나 한테 사기 치냐
이게 미쳤냐
그래 미쳤다 임마
너 이 칼로 죽고 싶어! 지금 당장 찔러줘?
이게 진짜로 미쳤냐 
왜 미쳤다며 정신 나간 인간은 동물이지 동물 한테는 무기가 최고지
야 내가 잘못했다. 그러니 그냥 조용히 갈게
난 이 칼을 꺼낸 순간 그냥은 못 넘어가 어차피 네가 경찰에 신고할게 뻔하지
미안하다 목숨만은 살려주라"
3202,3,"너 니 자식 살리고 싶지. 그러면 빨리 널 나에게 보낸 인간 불어.
.말못해.
그래 그렇다면야. 이제부터 게임 시작이다.
으아아아악!!!윽.!으
그만둬!!!!!
왜?내가 너 새끼 잡아둘때부터 각오했던거 아니야?아직 꺾을 뼈가 205개나 남았어. 천천히 생각해봐.
너가 나랑 내 자식을 모두 죽여도 넌 어차피 못벗어나.
그래. 그럼 난 그사이 재미좀 보다 죽지 뭐.
아아아아악!!!!!!
어휴. 팔꿈치 뼈가 살 밖으로 튀어나왔네. 아프겠다야.
그만둬!!!!!!말할게 말하면 되잖아!날 보낸 사람은.!"
3204,3,"이사장 일 이렇게 하면 나 가만있을 수 없어.
죄송합니다.
이사장 딸 둘 있다며? 딸바보라며
네. 딸은 왜
니가 그러면 니 소중한 와이프 딸도 무사할 것 같아?
가족 얘기는 하지 말아주십시요.
그럼 이사장이 잘하면 되잖아. 정신차리라고.
잘 하겠습니다.
너희 가족 학교 어딜 다니고 끝나고 어딜 가는지 동선 다 파악시켜놨어.
제발 가족은 건들지 말아주십시요."
3209,3,"지민이 포기해. 애초에 너희 어울리지 않아.
 그건 지민이랑 제가 판단하는겁니다.
 글쎄 이 상황에서 계속 그렇게 나올 수 있을까 네가?
 .
 없었던 사람처럼 사라져준다면 이쯤에서 멈추겠다.
 또한 물심양면 최대한 도와주도록 하지. 마지막으로 묻겠네.
 그럴 수 없습니다.
 그게 자네 유언이 될 수도 있을걸세. 자네가 사라진다는 결과는 같아.
 설마 이게 장난감으로 보이는건 아닐테지? 셋을 세겠네.
 .살려주십시오."
3210,3,"야 너 어디야
 나 집이지 어디긴 어디야
 지랄하지마 너 지금 다른남자랑 있지
 아 또 왜그래. 집이라니까?
 입만 열면 구라네 그냥 다리몽둥이를 부러트려놔야 집에 붙어있지 니가.
 나 진짜 집이야. 영상통화 걸어봐 정말이야.
 너 진짜 다른남자 만나면 오빠 칼들고 찾아가서 너랑 그남자 다 쑤셔버릴거야. 다 죽여버리고 그냥 감방 들어갈거야.
 무섭게 말하지마. 내가 잘할게
 너 행동에 달려있는거다 . 이게 다 오빠가 너 사랑해서 그런거 알지?
 알겠어."
3212,3,"죽고싶냐
누구세요
알필요 없어 
왜이러세요
지금 내 기분이 몹시 안좋아서 누구하나 아작 내고 싶어 재수 없게 걸렸다 생각해
맙소사 그런 말도 안되는 이유로.
말이 되니 입에서 나오지
헛소리 말아요 신고할거에요
신고하기 전에 니가 죽을걸
저리비켜요
죽을 목숨이 말이 많다"
3213,3,"니가 소문냈냐?
무슨 소문?
우리집 풍비박산 났다고
아 나 아닌데? 이미 알 사람은 다 알지 않아?
아니 나 너한테밖에 말안했는데 지수가 헤어지자고 하더라?
아 그래? 근데 나는 아닌데 어떡하냐 헤어져서?
니가 지수 좋아하고 있었던거 내가 몰랐을거 같냐?
그렇긴 한데 내가 설마 너랑 헤어지라고 이때다 기회다 싶어서 말했겠냐?
지수가 너라는데? 나 지금 돌아서 눈에 뵈는 게없어 내가 너랑 지수랑 잘되는 꼴볼 거같아? 그냥 나도 죽고 너도 죽는거야 이새끼야
야야 칼은 내려놔라 무슨짓이야
왜 이제와 겁나나 보지?
미안하다 그건 내리고 이야기하자"
3221,3,"죽고싶어?! 너왜 자꾸 내 신경거슬리게해
여보 자꾸 무섭게 왜그래
아니 좋게좋게 갈수있는 일을 당신이 크게만들었잖아
알겠어여보그만해 일단 그 칼 내려놔
알겠어는 무슨 알겠어야 사람 화나게 만들어놓고
여보 정말 술만마시면 왜이래
내가 술때문에 이러는줄알아? 당신이 자꾸 신경거슬리게 하잖아
하 내가 미안해 그만하자
뭐?그만하자? 너 정말 맞아야 정신차리겠구나"
3222,3,"이게 누구게
 그만하시죠
봐라봐라 바로 알아보네 맞다 니 동생 이쁘게 생겼더라 ?
제동생은 빼고 얘기하시죠
 이제 평생 못볼수도 있는데 ?
 무슨 말씀이시죠
내가 독에 대해서 잘아는데 말야 냄새만 맡아도 쓰러지는 독도 잇데이
 협박하시는건가요 ?
 뭐라카노 사람을 뭘로 보고 어제 니 동생이 내가 뒤에서 발소리만 내도 소스라치게 놀라긴하더라 동생이나 니나 나를 우째보노
저랑만 얘기하시죠"
3227,3,"너 뭐하자는 거야?
죄송합니다
너네 엄마도 너가 이러고 다니시는 거 아시니?
정말 죄송합니다
너 사회에서 다시 얼굴 못들고 다니게 할 수도 있다는거 알고 있지?
네 알고 있습니다. 죄송합니다
다음에 또 그러면 널 진짜 죽일 수도 있어
네 죄송합니다"
3229,3,"물건은 어디 있지?
여기있습니다. 어.? 분명 가져왔는데.! 가져왔어요?
헛소리 하지마 어딜 또 빠져나가려고
아 진짜에요 정말 잘못했어요
준비 못하면 두당 이빨 하나씩 분명히 말했을텐데
아 제발요 안돼요
이빨이 싫으면 뭐 다른걸로 할까.? 어디보자 이 눈알 한짝으로 할까
일주일만! 일주일만 시간을 더 주세요 그뒤로는 시키는 대로 할게요
시키는대로? 목숨을 내놓을 준비는 되었나
예예 뭐든 하겠습니다"
3230,3,"유진아 진아 언니야
언니 안녕하세요
유진아 옆에서 봐줄때 잘해라 죽도록 맞기 싫으면
무슨말씀을 하지느지 모르겠어요 만나서 대화로 풀어요
학교에 가서 개처럼 맞자 학교생활도 못하게 얼굴을
칼로 그어줄께
내가 무슨 잘못을 했는데 폭언을 하세요
잘못이 없어? 니가 선배님들 앞에서 주머니에 손넣는거 폰만지는거
다리꼬는거 이래도 니가 잘못이 없어
자꾸 이런식으로 협박하시만 저도 참지 않고 법적대응하겠습니다"
3231,3,"거기 누구에요!!!! 뭐야!!!!
조용히 해.
왜그러세요?.
내가 한거 다 봤냐?
아.아닙니다 아무것도 못봤어요
나는 너의 얼굴을 안다. 발설하면 끝이다.
정말 조용히 하고 살게요. 절대 말 안하겠습니다.
한번 믿어보지.
네 감사합니다.
마지막으로 명심해 니 목숨은 나에게 달렸다.
네 무덤까지 끌고 갈게요
빨리 꺼져"
3237,3,"너 왜 요즘 상당히 거슬려 적당히 까불어라
왜 말씀을 그렇게 하세요?
여자라고 봐주는것도 한계가 있어
언제 제가 봐달라고 했나요?
너같은 년은 맞아봐야 정신차리지
신고할거에요
해봐 입도 뻥끗 못하게 입을 찢어줄게
지금 협박하시는건가요? 
협박같아? 난 한다면해
비키세요!"
3238,3,"빌려간돈 500만원 갚겠다고한지가 벌써 2주가 지났는데 언제 갚을거요?
 거래처에서 주기로 한돈이 아직 입금이 안됐는데 몇일만 기다려주시죠
 그렇게 미룬지가 벌써 3번째인데 왜자꾸 미룹니까?
 돈이 있으면 당장 드리죠 없으니 못드리는겁니다
 자꾸 이런식으로 나오면 당신 회사로 쳐들어갈거요 험한꼴 안당할려면 당장 오늘까지 500 입금하세요
 지금 협박하는거요? 있는데 안주는것도 아니고 맘데로 하세요
 이거 안되겠네 너 집에 처자식 앞에서 맞아볼래? 내가 좋은 말로 하니까 우습지?
 맘대로 하라니까 지금은 돈 없어 못줘 기다릴거면 기다리고
이 새끼가 너 밤길 조심해라 대가리 깨지는 수가있다 잔말 말고 당장 돈 갖고 와
지금 통화내용 다 녹음했고 협박죄로 신거할거요"
3239,3,"니가 헛소문 냈지?
나아니야
너때문에 잘되가는 여자랑 헤어졌어
정말 나 아니야
너의 그새치혀때문에
나 정말 아니야 오해야
휴 너때문에 되는 일이 없는데 어떡하지? 기분이 너무 안좋은데
나 진짜 아니야 제발 진정해
니새끼 새치혀를 뽑아버리면 내 속이 시원할거 같은데
오해야 내가 왜 그런짓을 하겠어?
이미 너라고 말해준 사람이 있는데 무슨 소리야 이 새치혀야 진짜 뽑히기전에 입다물어
제발 오해야."
3241,3,"혜정아 지금 빨리 인스타에 우리 같이 찍은 사진 올려.
오빠 그건 내 계정이고 내 맘대로 하고싶어.
좋은 말로할 때 빨리 올려.
싫어 내가 올리고 싶을 때 올릴거야.
너 안올리면 너랑 찍은 영상 유포해버린다?
영상? 무슨영상.?
왜 우리 좋을 때 같이 찍었잖아
오빠 그거 언제 찍었어.?
일단 빨리 좋은 말로 할 때 올려.
진짜 왜그래? 신고할거야."
3242,3,"지금 당장 나와 죽기 싫으면
 기사 절대 안내릴거고 끝까지 가보자
 이미 너내 아들 내가 잡고 있어 
 어디야 이 개새끼야!!
 궁금하다면 너네 집으로 와 
 이러고도 너 살 수 있을거 같아 ?
 아주 잘 살거 같구나
내가 평생 콩밥먹게 해줄게"
3250,3,"그 새끼 눈에 띄기만 하면 죽여버릴거니까 그런줄알아.
아니 그래도 대화는 해봐야죠.
뭐하러 그런 쓸데없는 거랑 얘기해.
쓸데없는 게 아니라니까요.
아무튼 나는 그 새끼 인정 못하겠고 보이는 순간 바로 죽여버릴꺼야.
아니 말 좀 들어봐요.
무슨 말을 들어 누구 얘기듣고 그러는 지 몰라도 안되는 건 안되는 거야.
아니 이게 맞는 거라고요.
맞든 아니든 나는 싫고 내가 한 말 장난아니니까 그런줄 알어.
.알겠어요."
3251,3,"너 그 여자 좋아하지? 언제부터야?
아닌데? 그리고 우리 헤어졌는데 뭔 상관이야
당연히 헤어졌지만 하루도 안돼서 다른 여자한테 플러팅하고 다니는게 내 눈에 보이는데 심지어 그 여자도 내가 잘 아는 사이잖아
만약에 맞으면 어쩔건데?
네가 그렇게 뻔뻔하게 나오면 우리 사이에 있었던 일 다 말할거야
참나 이렇게 나오기야?
그 여자가 너 이런 사람인거 알고도 좋아할 거 같아?
지금 나 협박하는거야?
네가 나를 열받게 했으니까 같이 죽어버리든가 하자"
3254,3,"애들아 나 좀 때리지 말아줘
 왜 아퍼? 아프면 참아봐봐 그것도 참으면 안아퍼
나 이미 충분히 병원다니면서 깁스하고 있잖아.
깁스로 되겠어? 넌 죽어야돼 알어.
왜그래. 우리 가족이잖아.
가족? 가족같은 소리 하고 있네 너는 그냥 내 종이야 알어? 종이 배신하면 죽어야지 그거말고 또 있나?
내가 다 잘못했어. 근데 나 니방 안들어갔어 믿어줘.
내가 그걸 어떻게 믿어 넌 이미 그 집 근처에 있었어 그럼 들어간거나 마찬가지야 알어? 넌 죽어 죽어야 한다고.
아니야 제발 믿어줘 나 안들어갔어. 니꺼 탐한적 없어.
아직 입만 잘살았네 넌 좀 더 맞아야겠다."
3256,3,"야 너 죽여버린다 감히 내 여친을 뺏어?
뺏은게 아니라 정당하게 사귄거야 망상하지마
아니 이 쓰레기야 너가 꼬셨잖아
서로 사랑한거거든?
이 놈 말하는 거 보게 야 넌 죽었어 오늘 밤에 따라와라
싫은데?
장난하는거 아니야 닌 죽었어 죽기 직전까지 팰거야 너
나도 친구들 데리고 나갈거야
데리고 와봐 니들이 조폭 이길 수 있어?
미안."
3259,3,"누가 니 멋대로 내 폰 훔쳐보래 정신이 나갔네 이거
당신이 바람 피는것 같길래 확인해본거야 아니라면 의심해서 미안해 근데 폰에 그 사진은 뭐야?
별거 아니야 그냥 회사 동료들
아 그래.? 찾아 보니까 모텔이던데 회사 동료들이랑 모텔도 가? 그것도 날짜 보니까 나 아파서 입원해있던 날이네.?
잠깐 출장갔다 올라오는데 피곤해서 눈 붙인거야 내가 이렇게 일일이 다 설명해줘야해?
니가 뭔데 진짜 뭣도 없는거 호강시켜놨더니 한다는 말야 참 이래서 함부로 결혼하면 안된다니까
왜 말을 그렇게 심하게 해? 난 의심이 되니까 물어본것 뿐이야 말 심하게 한거 사과해주면 좋겠어
사과는 무슨 의심 니 멋대로 해 그래 나 바람폈다 왜? 내가 더 마음에 드는 사람 있으면 만나도 되는거 아니야?
그래서 나 아픈 날 그렇게 만나고 다녔어? 진짜 같이못살겠다 집에서 나가줘
참나 뭔 내가 나가 니가 나가 먹고 재워주고 다 했더만 한다는 말이 니 죽고 싶냐? 죽여줘 안되겠네 조금만 기다려
흥분하지마 내가 말 잘못한것도 없잖아
그니까 근데 짜증이 나서 안되겠네? 그냥 죽어줘 아니다 일로와 뛰어내려 죽여버릴거야 적당히 나댔어야지 죽어버려"
3265,3,"이여편네가 언제들어올래
아 곧갈게요
언제오냐고 이여편네야
네 장봐서 10분후에 들어가요
너 오면 뒤지게 쳐맞을줄알아
미안해요 조금만기다려주세요
지금 미안하다면다냐
아니예요 정말죄송해요
너 진짜 팔을분질러 놓을거다
곧갈게요 미안해요"
3268,3,"아무도 없는 거리에서 너 칼로 쑤셔 죽일거야.
죄송합니다.
칼로 널 죽이고 너 장기는 팔아버릴 거야.
고치도록 노력하겠습니다.
밤에 조심해. 곧 너를 납치해서 죽일 거야.
살려주세요.
어이가 없네. 너 같은 애 죽여도 아무도 몰라.
노력 하겠습니다.
횡단보도 건널 때 트럭으로 밀어서 죽여버릴디.
정말 죄송합니다."
3271,3,"입을 더 크게 벌려
 하지 마세요
독약을 흘려 넣어줄게
안 돼요 제발
아주 치명적인 맹독이지
오 안돼
마시면 바로 즉사할 걸
제발 살려주세요
한 모금만 삼켜도 아주 치명적이야
안돼 안돼
벌레처럼 발버둥 대는 게 참 볼만하군
살려주세요 제발"
3277,3,"야 니 롤 티어 첼린저더라??
응. 맞아 
나 요즘 롤 즐겨하는데 티어가 안오르던데 너 좀 치냐?
응. 조금 하는 편이야
그래? 내 티어좀 올려줘라 
안돼. 나는 공부도 해야된단 말이야
야 너 여동생 우리 고등학교다니드라?? 얘 때리는건 질렸는데 걔나 때려볼까 
안돼. 여동생은 건드리지 말아줘
그러면 한 달줄께. 티어 딱 올려놔라
알았어."
3279,3,"좋게 좋게 갑시다. 어차피 두개 달린거 하나 없다고 죽는 것도 아니잖아?
왜 이러세요.누구세요.
다 서로서로 좋자고 하는 건데 눈 하나 빠진다고 앞이 안보여? 그런거 아닌데 그냥 순순히 수술합시다.
제가 왜 제눈을 그 사람한테 왜 제 눈까지 내줘야합니까.
이렇게 말하면 서운한데 그 동안 당신이 우리 도움으로 애들 학교보내고 한 거 아닌가?
그건. 
당신이 못주겠다고 하면 뭐 이번에 첫째가 고등학교 들어갔다고 했나? 한창 공부할 나이겠네.
아이들은 건들지 마십시오.
공부해야 하는 나이에 눈이 참 중요한데 그렇지?
제발. 이러지마시고 다른 방법을 찾아봐주세요."
3281,3,"야?너 뻔뻔하게 얼굴들고 다닌다?
.
너가 내 동생 차로 치어서 다리 병신만들어 놓고선 이 동네를 멀쩡히 걸어서 돌아다녀?
그건 사고였어.
사고? 사고 좋아하시네? 너 그때 술쳐먹고 돌아다녔잖아! 근데 부모님 빽으로 유치장도 안 갔더라?
대낮에 망치 들고 뭐하는 짓이야?
네 다리도 내 동생처럼 만들어줘? 다리 하나 부셔버겠다고
그 망치 내려놔.
하나가지고 되겠어? 둘다 분지르고 사지를 절단내겠어
사.살려줘."
3284,3,"나랑 헤어지자는 거 장난이지?
나 너무 힘들어
진심일리 없어
진심이야
너 내가 너네 집 앞에서 계속 기다릴거야
그만해
내가 너 지구끝까지 쫓아갈거야
신고한다
해봐라 어디 한번 그럼 너죽고 나죽는거야
제발 그만해줘"
3287,3,"야!!선생님한테 가서 사실이 아니라고 말해라
 니가 뭔데 나한테 이래라 저래라야!
 너 내가 얼마나 무서운 사람인지 모르지?
 참나 고등학생이 무서워봤자 얼마나 무섭다고
 같은 고등학생이라고 생각 안하는게 좋을텐데?
 어쩔건데? 어쩔건데?
 너도 민수랑 똑같이 조금 맞자! 너는 민수처럼 다리뼈 부셔지고 치아가 박살나야 정신 좀 차리겠다
 너 내 몸 건들기만 해봐! 경찰에 바로 신고할거야
 신고도 못하게 손가락도 꺽어줄게
 가까이 오지마! 경고했다. 가까이 오지마"
3291,3,"어이 여긴 어쩌다왔는가? 도둑?몰카? 아님 살인?킄킄킄
왜 사람죽인건 처음보니?
킄킄킄 살인이랜다 사람죽이는게 그렇기 쉬워보이나?
내가 해보니까 말이야.별거 아니더라고 어떻게 너도 궁금해?
아니 궁금한건 아니고 니 말이 진짜인가 해서 딱봐도 구라같은디
궁금해? 내가 너 가지고 한번 알려줘볼까?
워매 무서버라 야 여기 교도소야 죄짓고 들어와서 평생 못나가고 싶냐?
그 말이야 사람이 혓바닥이 길면 오래 못산다."
3299,3,".내가 뭘 하면 되는데?
아무것도.
아무거나 상관없어 내가 다 할게. 제발 이러지마.응?
아니. 난 너한테 아무것도 안 바라. 네가 무슨 짓을 하든지 너는 오늘 내손에 죽을거야.
도대체 나한테 왜 이러는건데?
그걸 몰라서 물어? 너 진짜 뻔뻔하다.
그래 나 뻔뻔해. 그러니까 이렇게 다 내려놓고 빌지.
그런다고 내 맘이 변할 것 같아? 어림도 없어. 넌 나한테 지옥이었어. 너도 곧 지옥을 맛 보게 될거야. 진짜로 지옥에 간다면 더할나위 없이 좋겠네.
이런 짓을 하고 너라고 무사할 것 같아?
상관없어. 너를 지옥으로 보낼 수만 있다면."
3302,3,"그 물잔들 둘 중 하나는 독약이 든 잔이다.
뭐라구요?
무색무취라 겉으로는 알 수 없지.
뭘 원하시는데요?
원하는 건 없다. 그냥 게임이야 네 목숨이 걸린.
오롯이 제 목숨만을 원한다구요?
그래. 네가 산다면 네 운이 더 좋은 거고 죽는다면 내 운이 더 좋은 거고.
안 마실 방법은?
없어. 그냥 게임이라니까. 
제발 살려 주세요."
3306,3,"형 그러지마 왜그래
너야 말로 미쳤어? 너 때문에 우리 다 망하는거야 알어?
아니야 형. 형이 미친거야 제발 정신 좀 차려.
아니 넌 죽어야돼 너 하나 때문에 이렇게 된거야 그러니까 죽어.
아니야 형. 죽이지 말아줘.
제발 부탁인데 그 불쌍한 척 좀 그만할래? 나도 너 죽이기 싫으니까 니가 니 손으로 독약 먹으면 되겠네.
아 제발 형. 나 살려줘
우리 둘 다 서로 편하잖아 그러면 깔끔히 끝내야지.
형 우리 그냥 사람 답게 살자 어?
사람답게? 이미 늦었어. 천국가서 사람답게 살어.
형 제발. 살려줘"
3308,3,"내가 잘못했어 우리 만나서 이야기할까?
아니 할 이야기없어. 그리고 이미 끝난지 오래야 우리. 이제와서 무슨 말이야
내 말 좀 들어줘 제발 한번만 만나줘
연락안했으면 좋겠어. 이미 나 다른 사람도 있어
내가 지금 네가 있는 곳으로 갈게 어디야? 일단 얼굴 보고 이야기하자
우린 이미 예전에 끝이라고! 나 곧 그 사람이랑 결혼할거야
누구 마음대로 끝을 내냐고! 내가 지금 집앞으로 갈게 안나오면 나도 무슨 행동을 할지 몰라
왜 오냐고 우리가 끝난지가 언젠데 이제와서 왜그래! 곧 그 사람올거야 오지마
우리 아직 안끝났잖아 잠깐 휴식기 가진건데 왜 다른 사람을 만나?
휴식기라니 우리 끝이라고! 너가 끝이라 그랬잖아.
그니까 내가 잘 못했다니까? 오해야 만나서 풀자.
아니 우리 풀것도 뭐도 없어 그만해
죽고싶어? 왜 그래 진짜! 지 명 지가 당기네 5분후 도착해 집 앞으로 나와있어. 바람이 나? 죽여버릴거야 가만안둬
무슨 말을 하는거야! 안나갈거야 그렇게 알아. 신고하기전에 돌아가"
3310,3,"어디갔다 와?
회사에 있다가 바로 퇴근했는데 왜 그래? 왜 칼을 들고 있어.?
회사 아니잖아.내가 다 알고 물어보는데 뻔뻔하게 거짓말 하네?
아니야 나 진짜 회사에 있었어. 상사한테 전화해서 물어봐도 좋아. 아니 칼만 내려놓고 이야기하자 제발 나 무서워
아니야.너 그 여자 집에서 있다 왔잖아. 내가 모를 것 같아? 그동안 속아주니 기분이 좋았어? 내가 이렇게 칼까지 들었는데 거짓말 하는 것 보니 아주 뻔뻔하네
아니야 진짜 내가 전화 걸어줄게 회사 누구라도 좋으니까 원하면 내가 전화 걸어서 바꿔줄게 진짜 칼만 내려 놓자
내가 칼드니까 무서운가봐? 내가 너 어떻게 할거 같니?회사사람한테 전화해보라고? 내가 너 회사 사람을 어떻게 믿어? 
제발 내 말좀 믿어줘 나 입증할 수 있어. 무서우니까 칼만 내려놓자
내가 왜? 너 구라친거 확인되면 바로 너죽고 나죽고야
난 진짜 너밖에 없어 나 정말 회사 다녀왔어. 정말 이러다가 너도 다쳐"
3312,3,"어! 저새끼 뭐야 
거기 일로와바 너 어디서 부터 봤어
아하나도 못봤어요 
야 저기 가서 뺀지 가지고와 저새끼 혀 뽑아 버리게
제발 혀는 죽을때까지 비밀로 할께요
어림없는소리하지마 이걸 본 이상 살려줄수 없지
으아아악
뭐야 기절했잖아
야 이거 바다에 던져 버려
그래 어휴 무겁다 무거워"
3317,3,"쟤 잡아!
누구세요.! 왜 이러세요.!!
닥쳐. 우리가 누군지 왜 궁금해?
도대체.누구신데.이러시는거에요.!!
꼴을 보아하니 어디 갈 곳도 없는 노숙자같은데. 노숙자들은 쥐도새도 모르게 죽으면 그만이야.
당신이 뭔데.! 이거 놔!
어차피 사회에 필요도 없는 사람 장기라도 팔아서 좋은 일 해야지?
이.이거놔 ! 난 아직 죽고싶지 않아.! 
당신 같은 사람 한명 죽는다고 세상이 알아주지 않아 
당신들. 이거 다 불법인 거 몰라!? 이건 범죄라고.!!
우리가 그런 것도 모르고 움직이는 것 같아? 그러니까 너같은 하찭은 존재를 찾아다니는거야. 꽉 잡아 애들아."
3320,3,"넌 내가 우습냐?
 아니 그게 아니라.
 진짜 어디 하나 다쳐봐야 정신차리겠어?
 아니야 미안해 .
 다음주까지야. 안 그러면 진짜 죽인다
 어떻게 다음주까지.
 그럼 뭐? 니 장기라도 팔까?
 아니.
 야 너 장기 몇 개 딴다고 누가 알 거 같아? 아무도 몰라
 잘못했어 미안해."
